"region","år","arbetsställets sektortillhörighet","ålder",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"0881 Nybro","2013","kommunalt ägda företag och organisationer","55-59 år",19
"0881 Nybro","2013","kommunalt ägda företag och organisationer","60-64 år",13
"0881 Nybro","2013","kommunalt ägda företag och organisationer","65+ år",9
"0881 Nybro","2014","primärkommunal förvaltning","55-59 år",283
"0881 Nybro","2014","primärkommunal förvaltning","60-64 år",220
"0881 Nybro","2014","primärkommunal förvaltning","65+ år",63
"0881 Nybro","2014","kommunalt ägda företag och organisationer","55-59 år",17
"0881 Nybro","2014","kommunalt ägda företag och organisationer","60-64 år",10
"0881 Nybro","2014","kommunalt ägda företag och organisationer","65+ år",4
"0881 Nybro","2015","primärkommunal förvaltning","55-59 år",310
"0881 Nybro","2015","primärkommunal förvaltning","60-64 år",223
"0881 Nybro","2015","primärkommunal förvaltning","65+ år",54
"0881 Nybro","2015","kommunalt ägda företag och organisationer","55-59 år",15
"0881 Nybro","2015","kommunalt ägda företag och organisationer","60-64 år",11
"0881 Nybro","2015","kommunalt ägda företag och organisationer","65+ år",5
"0881 Nybro","2016","primärkommunal förvaltning","55-59 år",310
"0881 Nybro","2016","primärkommunal förvaltning","60-64 år",226
"0881 Nybro","2016","primärkommunal förvaltning","65+ år",59
"0881 Nybro","2016","kommunalt ägda företag och organisationer","55-59 år",22
"0881 Nybro","2016","kommunalt ägda företag och organisationer","60-64 år",10
"0881 Nybro","2016","kommunalt ägda företag och organisationer","65+ år",2
"0881 Nybro","2017","primärkommunal förvaltning","55-59 år",309
"0881 Nybro","2017","primärkommunal förvaltning","60-64 år",220
"0881 Nybro","2017","primärkommunal förvaltning","65+ år",74
"0881 Nybro","2017","kommunalt ägda företag och organisationer","55-59 år",19
"0881 Nybro","2017","kommunalt ägda företag och organisationer","60-64 år",15
"0881 Nybro","2017","kommunalt ägda företag och organisationer","65+ år",4
"0882 Oskarshamn","2008","primärkommunal förvaltning","55-59 år",385
"0882 Oskarshamn","2008","primärkommunal förvaltning","60-64 år",308
"0882 Oskarshamn","2008","primärkommunal förvaltning","65+ år",64
"0882 Oskarshamn","2008","kommunalt ägda företag och organisationer","55-59 år",25
"0882 Oskarshamn","2008","kommunalt ägda företag och organisationer","60-64 år",31
"0882 Oskarshamn","2008","kommunalt ägda företag och organisationer","65+ år",14
"0882 Oskarshamn","2009","primärkommunal förvaltning","55-59 år",374
"0882 Oskarshamn","2009","primärkommunal förvaltning","60-64 år",306
"0882 Oskarshamn","2009","primärkommunal förvaltning","65+ år",78
"0882 Oskarshamn","2009","kommunalt ägda företag och organisationer","55-59 år",24
"0882 Oskarshamn","2009","kommunalt ägda företag och organisationer","60-64 år",29
"0882 Oskarshamn","2009","kommunalt ägda företag och organisationer","65+ år",14
"0882 Oskarshamn","2010","primärkommunal förvaltning","55-59 år",381
"0882 Oskarshamn","2010","primärkommunal förvaltning","60-64 år",319
"0882 Oskarshamn","2010","primärkommunal förvaltning","65+ år",72
"0882 Oskarshamn","2010","kommunalt ägda företag och organisationer","55-59 år",21
"0882 Oskarshamn","2010","kommunalt ägda företag och organisationer","60-64 år",25
"0882 Oskarshamn","2010","kommunalt ägda företag och organisationer","65+ år",8
"0882 Oskarshamn","2011","primärkommunal förvaltning","55-59 år",389
"0882 Oskarshamn","2011","primärkommunal förvaltning","60-64 år",289
"0882 Oskarshamn","2011","primärkommunal förvaltning","65+ år",76
"0882 Oskarshamn","2011","kommunalt ägda företag och organisationer","55-59 år",17
"0882 Oskarshamn","2011","kommunalt ägda företag och organisationer","60-64 år",28
"0882 Oskarshamn","2011","kommunalt ägda företag och organisationer","65+ år",7
"0882 Oskarshamn","2012","primärkommunal förvaltning","55-59 år",375
"0882 Oskarshamn","2012","primärkommunal förvaltning","60-64 år",295
"0882 Oskarshamn","2012","primärkommunal förvaltning","65+ år",65
"0882 Oskarshamn","2012","kommunalt ägda företag och organisationer","55-59 år",17
"0882 Oskarshamn","2012","kommunalt ägda företag och organisationer","60-64 år",24
"0882 Oskarshamn","2012","kommunalt ägda företag och organisationer","65+ år",11
"0882 Oskarshamn","2013","primärkommunal förvaltning","55-59 år",365
"0882 Oskarshamn","2013","primärkommunal förvaltning","60-64 år",294
"0882 Oskarshamn","2013","primärkommunal förvaltning","65+ år",70
"0882 Oskarshamn","2013","kommunalt ägda företag och organisationer","55-59 år",19
"0882 Oskarshamn","2013","kommunalt ägda företag och organisationer","60-64 år",20
"0882 Oskarshamn","2013","kommunalt ägda företag och organisationer","65+ år",9
"0882 Oskarshamn","2014","primärkommunal förvaltning","55-59 år",349
"0882 Oskarshamn","2014","primärkommunal förvaltning","60-64 år",296
"0882 Oskarshamn","2014","primärkommunal förvaltning","65+ år",71
"0882 Oskarshamn","2014","kommunalt ägda företag och organisationer","55-59 år",22
"0882 Oskarshamn","2014","kommunalt ägda företag och organisationer","60-64 år",16
"0882 Oskarshamn","2014","kommunalt ägda företag och organisationer","65+ år",10
"0882 Oskarshamn","2015","primärkommunal förvaltning","55-59 år",334
"0882 Oskarshamn","2015","primärkommunal förvaltning","60-64 år",290
"0882 Oskarshamn","2015","primärkommunal förvaltning","65+ år",60
"0882 Oskarshamn","2015","kommunalt ägda företag och organisationer","55-59 år",18
"0882 Oskarshamn","2015","kommunalt ägda företag och organisationer","60-64 år",22
"0882 Oskarshamn","2015","kommunalt ägda företag och organisationer","65+ år",5
"0882 Oskarshamn","2016","primärkommunal förvaltning","55-59 år",327
"0882 Oskarshamn","2016","primärkommunal förvaltning","60-64 år",315
"0882 Oskarshamn","2016","primärkommunal förvaltning","65+ år",78
"0882 Oskarshamn","2016","kommunalt ägda företag och organisationer","55-59 år",23
"0882 Oskarshamn","2016","kommunalt ägda företag och organisationer","60-64 år",18
"0882 Oskarshamn","2016","kommunalt ägda företag och organisationer","65+ år",7
"0882 Oskarshamn","2017","primärkommunal förvaltning","55-59 år",326
"0882 Oskarshamn","2017","primärkommunal förvaltning","60-64 år",299
"0882 Oskarshamn","2017","primärkommunal förvaltning","65+ år",92
"0882 Oskarshamn","2017","kommunalt ägda företag och organisationer","55-59 år",23
"0882 Oskarshamn","2017","kommunalt ägda företag och organisationer","60-64 år",19
"0882 Oskarshamn","2017","kommunalt ägda företag och organisationer","65+ år",12
"0883 Västervik","2008","primärkommunal förvaltning","55-59 år",619
"0883 Västervik","2008","primärkommunal förvaltning","60-64 år",494
"0883 Västervik","2008","primärkommunal förvaltning","65+ år",74
"0883 Västervik","2008","kommunalt ägda företag och organisationer","55-59 år",33
"0883 Västervik","2008","kommunalt ägda företag och organisationer","60-64 år",30
"0883 Västervik","2008","kommunalt ägda företag och organisationer","65+ år",2
"0883 Västervik","2009","primärkommunal förvaltning","55-59 år",592
"0883 Västervik","2009","primärkommunal förvaltning","60-64 år",511
"0883 Västervik","2009","primärkommunal förvaltning","65+ år",98
"0883 Västervik","2009","kommunalt ägda företag och organisationer","55-59 år",39
"0883 Västervik","2009","kommunalt ägda företag och organisationer","60-64 år",24
"0883 Västervik","2009","kommunalt ägda företag och organisationer","65+ år",3
"0883 Västervik","2010","primärkommunal förvaltning","55-59 år",584
"0883 Västervik","2010","primärkommunal förvaltning","60-64 år",506
"0883 Västervik","2010","primärkommunal förvaltning","65+ år",101
"0883 Västervik","2010","kommunalt ägda företag och organisationer","55-59 år",44
"0883 Västervik","2010","kommunalt ägda företag och organisationer","60-64 år",28
"0883 Västervik","2010","kommunalt ägda företag och organisationer","65+ år",4
"0883 Västervik","2011","primärkommunal förvaltning","55-59 år",583
"0883 Västervik","2011","primärkommunal förvaltning","60-64 år",515
"0883 Västervik","2011","primärkommunal förvaltning","65+ år",75
"0883 Västervik","2011","kommunalt ägda företag och organisationer","55-59 år",53
"0883 Västervik","2011","kommunalt ägda företag och organisationer","60-64 år",40
"0883 Västervik","2011","kommunalt ägda företag och organisationer","65+ år",7
"0883 Västervik","2012","primärkommunal förvaltning","55-59 år",553
"0883 Västervik","2012","primärkommunal förvaltning","60-64 år",496
"0883 Västervik","2012","primärkommunal förvaltning","65+ år",93
"0883 Västervik","2012","kommunalt ägda företag och organisationer","55-59 år",57
"0883 Västervik","2012","kommunalt ägda företag och organisationer","60-64 år",41
"0883 Västervik","2012","kommunalt ägda företag och organisationer","65+ år",7
"0883 Västervik","2013","primärkommunal förvaltning","55-59 år",531
"0883 Västervik","2013","primärkommunal förvaltning","60-64 år",480
"0883 Västervik","2013","primärkommunal förvaltning","65+ år",112
"0883 Västervik","2013","kommunalt ägda företag och organisationer","55-59 år",62
"0883 Västervik","2013","kommunalt ägda företag och organisationer","60-64 år",42
"0883 Västervik","2013","kommunalt ägda företag och organisationer","65+ år",10
"0883 Västervik","2014","primärkommunal förvaltning","55-59 år",523
"0883 Västervik","2014","primärkommunal förvaltning","60-64 år",471
"0883 Västervik","2014","primärkommunal förvaltning","65+ år",119
"0883 Västervik","2014","kommunalt ägda företag och organisationer","55-59 år",53
"0883 Västervik","2014","kommunalt ägda företag och organisationer","60-64 år",48
"0883 Västervik","2014","kommunalt ägda företag och organisationer","65+ år",7
"0883 Västervik","2015","primärkommunal förvaltning","55-59 år",503
"0883 Västervik","2015","primärkommunal förvaltning","60-64 år",479
"0883 Västervik","2015","primärkommunal förvaltning","65+ år",130
"0883 Västervik","2015","kommunalt ägda företag och organisationer","55-59 år",55
"0883 Västervik","2015","kommunalt ägda företag och organisationer","60-64 år",52
"0883 Västervik","2015","kommunalt ägda företag och organisationer","65+ år",6
"0883 Västervik","2016","primärkommunal förvaltning","55-59 år",506
"0883 Västervik","2016","primärkommunal förvaltning","60-64 år",501
"0883 Västervik","2016","primärkommunal förvaltning","65+ år",123
"0883 Västervik","2016","kommunalt ägda företag och organisationer","55-59 år",44
"0883 Västervik","2016","kommunalt ägda företag och organisationer","60-64 år",58
"0883 Västervik","2016","kommunalt ägda företag och organisationer","65+ år",14
"0883 Västervik","2017","primärkommunal förvaltning","55-59 år",502
"0883 Västervik","2017","primärkommunal förvaltning","60-64 år",493
"0883 Västervik","2017","primärkommunal förvaltning","65+ år",157
"0883 Västervik","2017","kommunalt ägda företag och organisationer","55-59 år",42
"0883 Västervik","2017","kommunalt ägda företag och organisationer","60-64 år",59
"0883 Västervik","2017","kommunalt ägda företag och organisationer","65+ år",12
"0884 Vimmerby","2008","primärkommunal förvaltning","55-59 år",238
"0884 Vimmerby","2008","primärkommunal förvaltning","60-64 år",213
"0884 Vimmerby","2008","primärkommunal förvaltning","65+ år",37
"0884 Vimmerby","2008","kommunalt ägda företag och organisationer","55-59 år",13
"0884 Vimmerby","2008","kommunalt ägda företag och organisationer","60-64 år",12
"0884 Vimmerby","2008","kommunalt ägda företag och organisationer","65+ år",2
"0884 Vimmerby","2009","primärkommunal förvaltning","55-59 år",215
"0884 Vimmerby","2009","primärkommunal förvaltning","60-64 år",247
"0884 Vimmerby","2009","primärkommunal förvaltning","65+ år",47
"0884 Vimmerby","2009","kommunalt ägda företag och organisationer","55-59 år",15
"0884 Vimmerby","2009","kommunalt ägda företag och organisationer","60-64 år",12
"0884 Vimmerby","2009","kommunalt ägda företag och organisationer","65+ år",2
"0884 Vimmerby","2010","primärkommunal förvaltning","55-59 år",231
"0884 Vimmerby","2010","primärkommunal förvaltning","60-64 år",216
"0884 Vimmerby","2010","primärkommunal förvaltning","65+ år",53
"0884 Vimmerby","2010","kommunalt ägda företag och organisationer","55-59 år",17
"0884 Vimmerby","2010","kommunalt ägda företag och organisationer","60-64 år",16
"0884 Vimmerby","2010","kommunalt ägda företag och organisationer","65+ år",3
"0884 Vimmerby","2011","primärkommunal förvaltning","55-59 år",232
"0884 Vimmerby","2011","primärkommunal förvaltning","60-64 år",212
"0884 Vimmerby","2011","primärkommunal förvaltning","65+ år",32
"0884 Vimmerby","2011","kommunalt ägda företag och organisationer","55-59 år",15
"0884 Vimmerby","2011","kommunalt ägda företag och organisationer","60-64 år",14
"0884 Vimmerby","2011","kommunalt ägda företag och organisationer","65+ år",2
"0884 Vimmerby","2012","primärkommunal förvaltning","55-59 år",230
"0884 Vimmerby","2012","primärkommunal förvaltning","60-64 år",218
"0884 Vimmerby","2012","primärkommunal förvaltning","65+ år",35
"0884 Vimmerby","2012","kommunalt ägda företag och organisationer","55-59 år",16
"0884 Vimmerby","2012","kommunalt ägda företag och organisationer","60-64 år",10
"0884 Vimmerby","2012","kommunalt ägda företag och organisationer","65+ år",3
"0884 Vimmerby","2013","primärkommunal förvaltning","55-59 år",230
"0884 Vimmerby","2013","primärkommunal förvaltning","60-64 år",193
"0884 Vimmerby","2013","primärkommunal förvaltning","65+ år",46
"0884 Vimmerby","2013","kommunalt ägda företag och organisationer","55-59 år",18
"0884 Vimmerby","2013","kommunalt ägda företag och organisationer","60-64 år",20
"0884 Vimmerby","2013","kommunalt ägda företag och organisationer","65+ år",2
"0884 Vimmerby","2014","primärkommunal förvaltning","55-59 år",234
